sun.asc
   6449.82      20.0      2.52      -0.5                         90.49 2.176e-04 
  4425.444      20.0      1.88     -0.36                        102.49 5.470e-02 
  6572.795      20.0       0.0     -4.32                         32.53 6.840e-09 
  6169.044      20.0      2.52      -0.8                         80.87 1.184e-04 
  5867.572      20.0      2.93     -1.49                         24.46 3.187e-08 
  6163.754      20.0      2.52     -1.29                         59.88 3.374e-07 
  4512.273      20.0      2.52      -1.9                         25.83 6.481e-04 
  6161.295      20.0      2.52     -1.27                         62.54 9.135e+01 
  5594.471      20.0      2.51       0.1                        103.81 1.336e-03 
   6166.44      20.0      2.52     -1.14                         67.26 4.600e-07 
  6471.668      20.0      2.52     -0.69                         85.93 6.436e-07 
  6456.865      20.1      8.44      0.43                         11.37 4.565e-06 
  5671.826      21.0      1.45      0.56                         13.79 8.038e-03 
   5669.04      21.1       1.5      -1.0                         36.25 9.959e-07 
  5684.198      21.1      1.51     -0.92                         38.67 1.484e-06 
   6245.62      21.1      1.51     -1.05                         34.98 7.931e-03 
   6279.74      21.1       1.5     -1.16                         31.15    inf 
  5667.153      21.1       1.5     -1.11                         30.26 1.432e-06 
  4320.732      21.1       0.6     -0.21                         92.74 7.467e-03 
  5526.821      21.1      1.77      0.19                         73.78 2.418e-08 
    6604.6      21.1      1.36     -1.14                         38.00 8.472e-09 
  5640.989      21.1       1.5     -0.86                         39.13 3.120e-05 
  5239.823      21.1      1.45      -0.7                         53.28 6.173e-06 
   6258.11      22.0      1.44     -0.39                         53.94 3.778e-05 
    4997.1      22.0       0.0     -2.07                         35.89 6.092e-05 
  6126.224      22.0      1.07     -1.42                         24.23 3.911e-08 
  4681.919      22.0      0.05     -1.07                         77.53    inf 
  4555.492      22.0      0.85      -0.4                         68.12 1.368e-02 
  5978.549      22.0      1.87     -0.58                         24.42 1.103e-07 
  5490.159      22.0      1.46     -0.84                         23.86 2.702e-05 
  4562.637      22.0      0.02     -2.66                         13.91 1.209e-03 
  4563.427      22.0      2.42     -0.38                         12.53 1.712e+01 
  5043.588      22.0      0.84     -1.59                         18.63 6.514e-05 
  4617.276      22.0      1.75      0.44                         65.45 3.869e-06 
  5009.655      22.0      0.02      -2.2                         27.58 1.659e-02 
  4639.946      22.0      1.74     -0.16                         41.32    inf 
  4758.124      22.0      2.25      0.51                         46.61 3.110e-05 
  5039.964      22.0      0.02     -1.13                         77.01 8.086e+00 
  5022.874      22.0      0.83     -0.33                         75.92 1.823e-04 
  4759.276      22.0      2.25      0.59                         50.27 3.723e-06 
  6091.177      22.0      2.27     -0.32                         15.79 9.578e-01 
  5016.168      22.0      0.85     -0.48                         68.29 1.688e-05 
  4778.258      22.0      2.24     -0.35                         17.58 4.720e-08 
  6261.106      22.0      1.43     -0.53                         50.29 3.441e-08 
  5062.104      22.0      2.16     -0.39                         17.43 5.478e-06 
   5152.19      22.0      0.02     -1.95                         41.82 7.287e-03 
  5145.468      22.0      1.46     -0.54                         40.70 1.322e+00 
   5173.75      22.0       0.0     -1.06                         71.44 1.090e-01 
  5866.461      22.0      1.07     -0.79                         49.80 4.883e-08 
  5689.477      22.0       2.3     -0.47                         15.14 6.646e+00 
  6554.238      22.0      1.44     -1.15                         20.14 1.042e-08 
  5662.159      22.0      2.32     -0.11                         22.63 6.728e-03 
  5295.784      22.0      1.05     -1.59                         15.21 1.427e-03 
  5219.706      22.0      0.02     -2.22                         30.53 8.605e-07 
  5223.628      22.0      2.09     -0.56                         16.28    inf 
  5147.482      22.0       0.0     -1.94                         42.91 1.433e+01 
  5922.123      22.0      1.05     -1.47                         21.04 6.791e-07 
  5282.443      22.0      1.05     -1.81                         21.51 2.683e+00 
  4820.414      22.0       1.5     -0.38                         45.54 8.507e-07 
  5299.984      22.0      1.05     -1.36                         19.95 1.120e-04 
  4512.741      22.0      0.84      -0.4                         69.72 5.803e-04 
  5113.447      22.0      1.44      -0.7                         30.71 2.678e-04 
  5005.171      22.1      1.57     -2.73                         23.95 1.409e+03 
  4798.537      22.1      1.08     -2.66                         47.65 7.196e-05 
   5418.78      22.1      1.58     -2.13                         50.55 1.260e-06 
  5185.908      22.1      1.89     -1.41                         63.88 6.112e-07 
  4762.782      22.1      1.08     -2.89                         33.14 4.849e-02 
  4609.266      22.1      1.18     -3.32                         14.31 1.158e-05 
  4911.199      22.1      3.12     -0.64                         50.82 4.313e-05 
  6606.979      22.1      2.06      -2.9                          8.38 1.108e-05 
  4874.014      22.1      3.09     -0.86                         39.24 1.604e-03 
  4708.672      22.1      1.24     -2.35                         54.16 8.974e-03 
  4583.415      22.1      1.16     -2.84                         34.90 1.177e+00 
  4544.022      22.1      1.24     -2.55                         43.14 1.452e-01 
  4865.618      22.1      1.12      -2.7                         41.29 8.442e-06 
  4568.328      22.1      1.22     -2.78                         31.72 3.132e-02 
  5072.298      22.1      3.12     -1.02                         31.30    inf 
  4875.492      23.0      0.04     -0.81                         47.83 4.973e+00 
  4827.457      23.0      0.04     -1.48                         13.88 6.825e-06 
  6251.825      23.0      0.29     -1.34                         15.42 2.050e-01 
  6119.532      23.0      1.06     -0.32                         23.53 6.714e-07 
  4881.561      23.0      0.07     -0.66                         55.73 3.398e-05 
  6243.114      23.0       0.3     -0.98                         30.14 9.997e-06 
  6090.216      23.0      1.08     -0.06                         34.92 7.508e-05 
  5727.057      23.0      1.08     -0.01                         38.64 6.817e-07 
  6199.186      23.0      0.29     -1.28                         13.44 8.401e-08 
   5698.53      23.0      1.06     -0.11                         34.33 3.331e-06 
  4832.431      23.0       0.0      -1.5                         15.46 6.861e-03 
  4831.651      23.0      0.02     -1.38                         20.76 1.095e-03 
  6081.448      23.0      1.05     -0.58                         13.89 1.966e-05 
  5703.587      23.0      1.05     -0.21                         30.11 1.643e-07 
  4864.738      23.0      0.02     -0.96                         37.20    inf 
  6216.358      23.0      0.28     -0.81                         34.55 2.041e-06 
  5670.858      23.0      1.08     -0.42                         19.30 2.246e-06 
  4586.378      23.0      0.04     -0.79                         47.71 6.285e+00 
  4036.764      23.1     1.475     -1.57                         37.50 2.978e+01 
   4035.62      23.1     1.792     -0.72                         85.12 1.127e-01 
   4883.44      23.1      3.79     -0.32                          7.26 4.742e-02 
  4737.355      24.0      3.09      -0.1                         54.64 1.836e-01 
  5784.976      24.0      3.32     -0.38                         30.81 3.896e-04 
  4936.341      24.0      3.11     -0.22                         47.19 1.489e+00 
  4836.857      24.0       3.1     -1.14                         16.45 2.083e+01 
  4801.031      24.0      3.12     -0.13                         51.43 6.251e-05 
   4730.72      24.0      3.08     -0.19                         49.58 1.702e-02 
  4789.342      24.0      2.54     -0.37                         66.72 6.572e-05 
  4954.809      24.0      3.12     -0.14                         50.34 5.811e-07 
  5787.926      24.0      3.32     -0.08                         46.86 4.889e-07 
  4964.933      24.0      0.94     -2.53                         43.46 1.152e-02 
   6883.07      24.0      3.44     -0.42                         30.23 8.161e-08 
  4724.415      24.0      3.09     -0.73                         30.80 3.912e-06 
  5348.326      24.0       1.0     -1.29                         89.79 1.326e-05 
  5340.454      24.0      3.44     -0.73                         14.82 8.063e+02 
  5304.185      24.0      3.46     -0.69                         16.65 3.070e+06 
  5300.751      24.0      0.98     -2.13                         61.95 9.144e-05 
  5298.283      24.0      0.98     -1.17                         91.90    inf 
  6882.502      24.0      3.44     -0.38                         32.52 2.469e-07 
  5272.003      24.0      3.45     -0.42                         27.07 2.656e-04 
  5247.574      24.0      0.96     -1.63                         80.56 4.950e-05 
   5628.65      24.0      3.42     -0.77                         16.19 4.392e-03 
  5238.969      24.0      2.71      -1.3                         18.00 3.517e-03 
  5214.616      24.0      3.32     -0.66                         22.66 2.049e-01 
  5783.866      24.0      3.32      -0.3                         43.70 6.528e-07 
  5193.502      24.0      3.42      -0.9                         12.67 3.492e+00 
  6330.096      24.0      0.94     -2.87                         30.93 1.337e-07 
    4511.9      24.0      3.09     -0.34                         43.64 9.798e-05 
   5214.13      24.0      3.37     -0.74                         19.67 7.159e-01 
   4540.71      24.0       3.1      0.03                         59.81 7.672e-01 
  4718.423      24.0      3.19      0.02                         64.17 1.783e-06 
  5783.073      24.0      3.32      -0.4                         32.95 5.464e+00 
  4708.019      24.0      3.17      0.11                         58.72 3.607e+00 
  4700.619      24.0      2.71     -1.26                         19.28    inf 
  4697.058      24.0      2.71     -0.97                         33.02 3.031e-05 
  4689.361      24.0      3.12     -0.41                         40.99 1.018e-04 
  5702.328      24.0      3.45     -0.68                         24.05 4.743e-05 
  4622.751      24.0      2.99     -0.99                         24.65 6.494e-02 
  5781.759      24.0      3.32     -0.75                         19.02 5.846e-01 
  5781.187      24.0      3.32     -0.88                         18.25 4.314e+01 
  4613.367      24.0      0.96     -1.67                         73.07 1.499e-04 
  4600.757      24.0       1.0     -1.28                         83.58 3.433e-01 
  4575.113      24.0      3.37      -1.0                         11.91 9.251e-02 
  4569.525      24.0      3.12     -0.97                         14.75 6.029e-01 
  4884.598      24.1      3.86     -2.01                         24.46 1.416e-02 
  5279.877      24.1      4.07     -2.08                         18.89 1.642e-02 
  5508.633      24.1      4.15     -2.07                         16.99 1.741e-05 
  5237.325      24.1      4.07     -1.17                         51.24 5.175e-07 
  5502.092      24.1      4.17     -1.96                         19.09 1.098e+01 
  5097.321      24.1      3.71     -2.63                          8.92 6.889e+00 
  5420.929      24.1      3.76     -2.34                         18.14 1.908e+02 
  5246.777      24.1      3.71     -2.43                         15.73 4.432e-03 
  4856.195      24.1      3.85     -2.19                         20.49 5.472e-02 
  4812.352      24.1      3.86      -1.8                         36.49 9.950e-05 
  4616.628      24.1      4.07     -1.24                         46.38 1.233e-05 
  4588.204      24.1      4.07     -0.62                         67.63 2.663e-05 
  4554.992      24.1      4.07     -1.34                         51.37 5.648e+02 
  4848.252      24.1      3.86     -1.08                         60.64 4.306e-04 
  4709.718      25.0      2.89     -0.34                         68.36 6.896e-02 
  4739.113      25.0      2.94     -0.49                         61.41 2.168e-07 
  4754.039      25.0      2.28     -0.09                        103.73 1.928e-03 
  4762.367      25.0     2.886     0.425                         92.33 3.848e-03 
  4055.544      25.0     2.141     -0.07                         96.40 1.383e+00 
  6021.803      25.0      3.08      0.03                         82.53 1.581e-05 
  5004.894      25.0      2.92     -1.65                         15.89 3.733e+00 
  6016.647      25.0      3.07     -0.09                         80.94 4.483e-05 
  4823.514      25.0      2.32      0.14                        105.05 4.868e-03 
   4451.59      25.0      2.89      0.28                         84.06 1.026e-03 
  5432.548      25.0       0.0      -3.8                         46.28 3.240e-06 
  6013.497      25.0      3.07     -0.25                         74.86 4.135e-05 
  6663.233      26.0     4.559      -1.2                         32.76 3.435e-07 
  6703.576      26.0      2.76      -3.0                         39.19 4.731e-07 
  6705.102      26.0     4.607     -0.87                         45.53 4.361e-08 
  6713.745      26.0      4.79     -1.41                         21.88 3.218e-05 
   6533.94      26.0      4.56     -1.28                         39.11 5.658e-08 
  5619.609      26.0      4.39     -1.49                         36.66 7.993e-01 
  6725.364      26.0       4.1      -2.1                         17.82 1.359e-07 
  5618.642      26.0      4.21     -1.25                         51.75 7.020e-03 
  6726.673      26.0      4.61     -1.05                         47.08 1.299e-09 
  5587.581      26.0      4.14      -1.7                         40.82 4.747e-01 
  6481.878      26.0      2.28     -3.01                         63.91 1.304e-02 
  5635.831      26.0      4.26     -1.59                         35.65 4.135e-07 
  6498.945      26.0      0.96     -4.69                         49.15 8.073e-06 
  5636.705      26.0      3.64     -2.53                         22.05 5.403e-05 
  5638.262      26.0      4.22     -0.72                         72.17 2.510e-06 
  5662.516      26.0     4.175     -0.41                         80.97 1.017e-05 
  6574.254      26.0      0.99     -5.02                         31.42 4.290e-06 
  5661.354      26.0      4.28     -1.83                         23.82 1.070e-02 
  5658.816      26.0     3.394     -0.76                         93.56 2.566e+00 
  5652.327      26.0      4.26     -1.77                         28.38 2.352e-08 
  6581.218      26.0      1.48     -4.68                         23.67 3.634e-06 
  6633.758      26.0      4.56     -0.81                         58.26 4.280e-07 
  6593.884      26.0      2.43      -2.3                         80.29 2.105e+00 
  6608.044      26.0      2.28     -3.96                         20.00 7.430e-04 
  5649.996      26.0       5.1      -0.8                         35.92 3.224e-05 
  5577.028      26.0      5.03     -1.49                         14.70 2.365e+03 
  6518.373      26.0      2.83     -2.56                         60.44 3.566e-05 
  6625.039      26.0      1.01     -5.32                         17.61 6.011e-08 
   6627.56      26.0      4.55     -1.59                         28.63 1.340e-09 
  5651.477      26.0      4.47     -1.79                         20.13 3.671e-06 
  6609.118      26.0      2.56     -2.65                         65.72 4.192e-07 
  5984.826      26.0      4.73     -0.29                         72.25 3.325e-06 
  6733.153      26.0      4.64     -1.44                         28.91 1.679e-08 
  5494.474      26.0      4.07     -1.96                         27.95 3.324e-01 
  6857.251      26.0      4.07     -2.07                         23.70 1.316e-08 
  5493.499      26.0     4.103     -1.48                         38.01 9.122e-03 
  5491.845      26.0      4.19     -2.24                         14.80 8.350e-07 
  6858.155      26.0      4.61      -0.9                         49.63 1.736e-08 
  5483.099      26.0     4.151     -1.39                         48.71 4.044e-06 
  5481.439      26.0     4.191     -1.33                         59.57 3.439e-04 
  5476.564      26.0       4.1     -0.28                         79.35 1.309e-02 
  6861.945      26.0      2.42     -3.78                         20.68 1.698e-06 
  5473.901      26.0     4.154     -0.72                         73.32 1.276e-06 
  5470.093      26.0      4.44      -1.6                         27.93 9.692e-01 
  5464.288      26.0      4.14     -1.62                         39.97 6.852e+00 
  5436.586      26.0     2.277     -2.96                         45.60 6.391e-05 
  5436.302      26.0      4.39     -1.36                         40.23 8.566e-05 
  6862.496      26.0      4.56     -1.43                         31.12 1.379e-08 
  6855.723      26.0      4.61     -1.71                         19.78 3.697e-05 
  5573.102      26.0     4.188     -1.29                         51.07 3.423e-01 
  6855.162      26.0     4.555     -0.49                         67.78 7.545e-07 
  6841.339      26.0     4.607     -0.49                         60.01 5.480e-07 
   5560.22      26.0      4.43      -1.1                         52.72 4.103e-07 
  6750.164      26.0      2.42     -2.58                         74.42 1.580e-09 
   6421.36      26.0      2.28     -2.01                         93.51 7.092e-05 
    5547.0      26.0      4.22     -1.85                         25.19 1.882e-05 
   6786.86      26.0      4.19      -1.9                         25.37 2.184e-08 
  5539.291      26.0      3.64     -2.59                         18.38 1.650e-05 
  6804.297      26.0      4.58     -1.85                         14.84 2.978e-07 
  5538.516      26.0     3.634     -1.54                         38.66 1.760e-05 
  6806.856      26.0      2.73     -3.14                         36.37 5.249e-08 
  5522.454      26.0      4.21     -1.47                         45.27 8.704e-07 
  6810.267      26.0      4.61      -1.0                         49.22 2.661e-09 
  5506.779      26.0     0.989     -2.79                        102.36 1.576e-04 
  6820.374      26.0      4.64     -1.16                         40.29 2.411e-07 
  6837.013      26.0      4.59     -1.71                         19.09 2.856e-09 
  6839.835      26.0      2.56     -3.35                         31.31 5.018e-04 
  6843.655      26.0      4.55     -0.73                         58.25 5.178e-03 
  6408.018      26.0     3.684     -0.99                         79.43 2.528e-04 
  6322.694      26.0      2.59     -2.38                         74.06 2.065e-08 
  6392.538      26.0      2.28     -3.97                         20.16 2.220e-01 
  5858.785      26.0      4.22     -2.19                         13.86 3.623e-01 
  5856.096      26.0      4.29     -1.57                         35.53 1.122e-04 
  6082.718      26.0      2.22     -3.55                         37.90 9.923e-07 
  5855.086      26.0      4.61     -1.56                         24.35 1.245e-02 
  5852.228      26.0      4.55     -1.36                         40.94 3.766e-07 
  6089.574      26.0      5.02     -0.87                         37.64 8.033e-08 
  5859.596      26.0      4.55     -0.63                         67.02 2.114e-07 
  5835.109      26.0      4.26     -2.18                         15.19 1.877e-06 
  5806.732      26.0      4.61     -0.93                         52.00 4.131e-06 
  5793.922      26.0      4.22     -1.62                         35.37 4.967e-07 
  6093.649      26.0      4.61     -1.32                         31.92 6.922e-08 
  6094.377      26.0      4.65     -1.56                         20.57 4.266e-08 
  6096.671      26.0      3.98     -1.76                         38.21 1.116e-08 
  5784.666      26.0       3.4     -2.67                         28.34 5.906e-04 
  5814.815      26.0      4.28     -1.81                         25.02 4.191e-07 
   6098.25      26.0      4.56     -1.81                         17.82 1.003e-06 
  5862.368      26.0      4.55     -0.42                         75.36 1.953e-06 
  6078.499      26.0      4.79     -0.38                         69.43 1.170e-06 
  6003.022      26.0      3.88      -1.1                         75.15 5.255e-07 
  5976.787      26.0      3.94      -1.3                         63.88 1.188e-06 
  5956.706      26.0      0.86      -4.5                         57.85 9.034e-07 
  6007.968      26.0      4.65     -0.76                         58.44 3.587e-05 
  6008.566      26.0      3.88     -0.98                         77.48 5.358e-06 
  5934.665      26.0      3.93     -1.08                         70.13 5.017e-07 
  6079.016      26.0      4.65     -0.97                         45.70 8.164e-06 
  5930.191      26.0      4.65     -0.34                         76.95 4.589e-06 
  5927.797      26.0      4.65     -1.07                         43.50 9.936e-09 
  6027.059      26.0      4.07      -1.2                         63.85 1.751e-08 
   5905.68      26.0      4.65     -0.78                         58.53 2.364e-07 
  5902.476      26.0      4.59     -1.86                         18.47 2.788e-06 
  6056.013      26.0      4.73     -0.32                         66.48 2.931e-07 
  5881.279      26.0      4.61     -1.76                         18.50 2.806e-06 
  5929.682      26.0      4.55     -1.16                         41.11 6.852e-05 
  6151.623      26.0      2.18     -3.37                         52.83 1.370e-07 
  6157.733      26.0      4.07     -1.26                         60.31 1.837e-08 
  6165.363      26.0      4.14     -1.48                         46.66 1.071e-05 
  5709.378      26.0     3.369     -1.01                         87.91 1.596e-01 
  6240.653      26.0      2.22     -3.17                         51.38 6.740e-06 
  6252.565      26.0       2.4     -1.64                        100.24 1.095e-04 
  6265.141      26.0      2.18     -2.54                         81.63 1.609e-08 
  6270.231      26.0      2.86     -2.55                         54.57 2.274e-07 
  6280.622      26.0      0.86     -4.39                         64.50 2.409e-02 
  5712.132      26.0     3.414     -2.01                         53.01 2.636e-01 
  5701.557      26.0      2.56     -2.16                         78.20 1.061e-06 
  6311.504      26.0      2.83     -3.16                         29.53 1.643e-05 
  6315.814      26.0      4.07     -1.63                         43.19 1.665e+00 
  6330.852      26.0      4.73     -1.22                         34.73 7.104e-08 
  6335.337      26.0       2.2     -2.18                         89.06 1.967e-06 
  6336.824      26.0     3.684     -0.85                         87.98 2.676e-05 
   6380.75      26.0      4.19     -1.34                         52.48 2.412e-08 
  6297.799      26.0      2.22     -2.64                         73.49 4.612e-09 
  5717.841      26.0      4.28     -0.96                         60.20 6.095e-09 
  5731.772      26.0      4.26      -1.1                         58.09 5.944e-07 
   5738.24      26.0      4.22     -2.24                         14.47 8.591e-08 
  6173.341      26.0      2.22     -2.84                         68.31 4.044e-09 
  6187.995      26.0      3.94      -1.6                         48.43 1.859e-08 
  5778.463      26.0      2.59     -3.44                         24.53 2.846e-08 
  5775.088      26.0      4.22     -1.08                         58.85 3.245e-09 
  6200.321      26.0      2.61     -2.39                         72.10 5.729e-09 
  6213.437      26.0      2.22     -2.48                         78.93 3.041e-08 
  6219.287      26.0       2.2     -2.45                         83.03 1.312e-06 
  5762.992      26.0     4.209     -0.36                         84.19 5.809e-05 
  5760.359      26.0      3.64     -2.46                         25.01 9.959e-07 
  5753.123      26.0     4.257     -0.62                         70.32 1.211e-04 
  6220.791      26.0      3.88     -2.36                         19.85 8.806e-04 
  5752.042      26.0      4.55     -0.92                         53.37 4.591e-06 
  5741.856      26.0      4.26     -1.69                         33.71 2.401e-08 
   6226.74      26.0      3.88     -2.08                         28.88 4.697e-08 
  6232.648      26.0      3.65     -1.24                         75.50 1.157e-06 
  6400.323      26.0       3.6     -4.32                         63.20 3.573e-02 
  5417.042      26.0      4.41     -1.42                         36.15 7.143e-08 
  4001.661      26.0     2.174      -1.9                         85.12 1.826e+00 
  5412.791      26.0      4.43      -1.8                         19.82 1.037e-06 
  4808.158      26.0      3.25     -2.64                         31.41    inf 
  4807.709      26.0     3.368     -2.15                         52.23    inf 
  4802.522      26.0      4.61     -1.73                         15.78 1.054e-04 
   4798.27      26.0      4.19     -1.46                         45.00 2.305e-05 
  4794.359      26.0      2.42     -3.91                         13.32 4.711e-07 
  4788.765      26.0      3.24      -1.7                         72.54 8.210e-05 
  4787.827      26.0     2.996     -2.62                         44.89 1.312e+00 
  4779.445      26.0      3.41     -2.28                         45.42 2.830e-06 
  4772.804      26.0     1.556      -2.9                         85.37 4.158e-04 
   4741.07      26.0     3.332      -2.4                         38.69 9.745e-05 
  4726.145      26.0       3.0     -2.89                         22.04 4.133e-04 
  4709.088      26.0     3.651     -1.32                         67.98 1.492e-04 
  4704.948      26.0     3.684     -1.32                         65.67 1.557e-04 
  4672.837      26.0      1.61     -4.04                         35.23 4.336e-03 
  4667.453      26.0       3.6     -0.71                         80.70 1.199e+02 
    4658.3      26.0      3.27     -2.96                         18.61 1.962e-04 
  4632.918      26.0     1.608      -2.9                         76.05 1.985e-03 
  4809.941      26.0      3.57     -2.55                         21.23 2.034e-03 
   4630.12      26.0     2.277     -2.59                         74.42 4.324e-04 
  4835.875      26.0       4.1     -1.43                         50.84 9.337e-05 
  4875.878      26.0     3.332      -1.9                         61.16 3.918e-03 
  5023.498      26.0     4.312     -1.67                         30.79 1.074e-03 
   5016.48      26.0      4.26     -1.62                         36.14 6.443e-05 
  5002.793      26.0     3.397     -1.46                         73.29 6.377e-03 
  4995.409      26.0      4.26      -2.1                         15.93 3.728e-04 
   4994.13      26.0     0.914     -2.97                         95.24 9.717e-05 
  4962.576      26.0      4.18      -1.2                         55.12 4.186e-07 
   4961.92      26.0      3.63     -2.34                         28.65 1.335e-05 
  4950.106      26.0     3.414      -1.5                         71.31 5.372e-08 
  4917.235      26.0      4.19     -1.29                         61.93 1.294e-06 
  4911.779      26.0     3.929     -1.75                         42.76 2.609e-03 
  4911.529      26.0     4.256     -1.84                         22.69 2.113e+03 
  4907.732      26.0     3.428      -1.7                         64.26 1.566e-04 
  4905.138      26.0      3.93     -1.73                         35.64 2.772e-05 
  4896.439      26.0     3.881     -1.89                         37.08 5.977e-07 
  4892.865      26.0      4.22     -1.34                         53.91 5.608e-05 
  4885.434      26.0      3.88     -0.97                         70.77 6.443e-03 
  4882.143      26.0     3.414     -1.48                         71.24 3.485e-06 
  4843.144      26.0     3.394     -1.65                         66.49 4.066e-04 
  5028.126      26.0     3.573     -1.02                         75.69 2.836e+00 
  4593.533      26.0      3.94     -1.97                         31.59 5.574e-02 
  4574.225      26.0      3.21     -2.35                         46.41 3.934e-05 
  4289.082      26.0     3.366     -1.17                         75.62    inf 
  4276.676      26.0     3.882     -1.75                         62.07 4.280e+00 
  4245.344      26.0     3.329     -1.43                         68.79 6.191e-02 
  4232.734      26.0      0.11    -4.928                         63.66    inf 
  4229.774      26.0     1.485    -3.427                         83.25    inf 
  4147.675      26.0     1.485     -2.07                         94.80 2.315e-02 
  4114.938      26.0     3.368     -1.45                         64.59 9.384e-03 
  4112.319      26.0     3.394     -1.56                         61.01 1.181e+00 
  4109.056      26.0     3.289     -1.55                         70.75 1.050e-02 
  4108.133      26.0     3.239      -2.0                         41.48    inf 
  4104.114      26.0     3.263     -1.27                         83.36    inf 
  4101.261      26.0     3.397     -1.35                         55.79 1.959e+02 
  4100.738      26.0     0.858      -3.1                         78.24    inf 
  4066.585      26.0      2.99     -1.62                         66.73 3.457e+00 
  4058.217      26.0     3.209     -1.18                         87.16 1.034e+00 
  4047.302      26.0     2.277      -2.8                         47.15    inf 
  4030.185      26.0     2.196     -2.31                         72.33 5.097e+02 
  4347.242      26.0       0.0     -5.43                         49.05 5.467e-01 
  4592.659      26.0     1.558     -2.46                         90.44 1.652e-04 
  4367.903      26.0     1.607     -2.88                         74.19 1.921e+01 
  4423.841      26.0     3.654     -1.61                         62.46 3.058e+00 
  4556.932      26.0      3.25     -2.64                         31.04 6.500e-01 
  4554.451      26.0     2.863     -2.81                         36.41 6.438e+00 
  4551.654      26.0      3.94     -2.05                         32.30 1.311e+01 
  4531.158      26.0     1.485      -2.1                         99.45 1.291e-02 
  4523.407      26.0      3.65     -1.92                         46.86 1.318e-01 
  4495.953      26.0     3.651      -1.7                         53.35 1.084e-01 
  4495.394      26.0     2.883     -3.39                         27.68    inf 
  4489.748      26.0     0.121      -3.9                         90.54 2.970e-01 
  4488.907      26.0     3.651     -1.72                         53.97    inf 
  4482.739      26.0     3.654     -1.44                         70.53 1.282e-02 
   4461.66      26.0     0.087     -3.19                        103.12 1.212e-02 
  4447.131      26.0     2.196     -2.73                         68.66 6.024e+01 
  4445.479      26.0     0.087     -5.38                         49.46 1.303e-04 
  4442.838      26.0     2.176     -2.83                         68.12 4.401e+02 
  4439.888      26.0     2.279    -3.002                         57.78    inf 
  4435.156      26.0     0.087     -4.31                         82.63 3.030e-01 
  4430.622      26.0     2.223     -1.73                         93.47 4.943e-01 
  4405.019      26.0     0.052     -5.22                         72.13 3.218e+01 
  5041.072      26.0     0.957     -3.09                         97.81 1.811e+00 
  5295.321      26.0      4.41     -1.55                         31.95 8.201e-07 
  5253.033      26.0      2.28     -3.84                         21.56 5.258e-02 
  5099.077      26.0     3.981     -1.39                         49.64    inf 
   5123.72      26.0      1.01     -3.06                         93.13 1.924e-03 
   5127.36      26.0     0.914     -3.25                         91.00 2.145e-05 
  5129.631      26.0     3.943     -1.67                         45.12 3.404e-02 
  5142.928      26.0     0.957     -3.07                         94.22 1.187e-02 
  5145.093      26.0     2.196     -2.88                         56.85 1.758e-03 
  5294.553      26.0      3.64      -2.7                         16.87 3.292e-05 
  5187.917      26.0      4.14     -1.26                         56.05 2.324e-03 
  5048.436      26.0     3.957      -1.0                         66.50    inf 
  5208.594      26.0     3.239     -0.89                         94.70 2.882e-01 
  5288.525      26.0     3.695     -1.49                         59.43 2.461e-07 
